Type de logement,Zonage (Classification),Façade (en pieds),Superficie du lot (pieds²),Type de route,Forme du lot,Topographie du terrain,Services publics disponibles,Configuration du lot,Inclinaison du terrain,Quartier,Proximité (1ère condition),Proximité (2e condition),Type de bâtiment,Style de maison,Qualité globale,État général,Style de toit,Matériau du toit,Revêtement extérieur (1),Revêtement extérieur (2),Type de parement en maçonnerie,Surface de parement (pieds²),Qualité extérieure,État extérieur,Type de fondation,Qualité du sous-sol,État général du sous-sol,Exposition du sous-sol,Type de finition sous-sol (1),Surface non finie sous-sol,Type de chauffage,Qualité du chauffage,Climatisation centrale,Système électrique,Surface finie basse qualité (pieds²),Chambres (hors sous-sol),Cuisines (hors sous-sol),Qualité de la cuisine,Total des pièces (hors sous-sol),Fonctionnalité globale,Nombre de cheminées,Qualité de la cheminée,Type de garage,Finition intérieure du garage,Capacité du garage (voitures),Qualité du garage,Allée pavée,Surface de la piscine (pieds²),Valeur des caractéristiques supplémentaires,Mois de vente,Type de vente,Condition de la vente,Prix de vente,Âge de la maison,Rénovation de la maison,Surface totale (pieds²),Surface totale,Total des salles de bain,Surface totale des porches (pieds²)
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,47.0,53504,Pavé,Modérément irrégulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente modérée,Stone Brook,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,Pente,Bardeau composite standard,Panneau de ciment,Bardeaux en bois,Briques en façade,603.0,Excellent,Moyen,PConc,Bon,Moyen,Bonne exposition,Fini - Moyenne,234,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Excellent,12,Mod,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Aménagé,3,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,13.195615697878253,7,7,4695,4929,4.5,749
FOYER DIVISÉ,Résidentiel basse densité,0.0,7252,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Foyer divisé,Moyenne,Moyenne,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Moyen,CBlock,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,173,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,2,1,Moyen,5,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,11.812296455066814,27,27,1543,1716,2.0,120
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,67.0,8877,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,Un étage,En dessous de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Moyen,CBlock,Médiocre,Médiocre,Aucune exposition,Fini - Qualité inférieure,0,Chauffage à gaz,Moyen,Oui,Fusibles,0,2,1,Moyen,6,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Avril,Acte de l'officier judiciaire/Etat,Vente normale,11.532737896139919,55,55,2056,2056,1.0,0
NIVEAUX MULTIPLES OU PARTIELS,Résidentiel basse densité,94.0,7819,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,Niveaux divisés,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition au niveau moyen,Fini - Moyenne,480,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Mars,Acte de garantie - Conventionnel,Vente anormale,11.580593459194764,34,34,1666,2146,2.0,144
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,70.0,10150,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Proche d'une route secondaire,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,1.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,456,Chauffage à gaz,Excellent,Oui,Fusibles anciens,0,2,1,Moyen,5,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,1,Moyen,Pavé,0,0,Juillet,Acte de l'officier judiciaire/Etat,Vente normale,11.648338835562747,49,49,1368,1824,1.0,0
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,110.0,14226,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,375.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Non fini,1935,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Bon,9,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,3,Moyen,Pavé,0,0,Juillet,Maison neuve construite et vendue,Maison incomplète,12.886643575525625,1,1,1973,3908,2.0,360
1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,32.0,4500,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Double façade,Pente douce,Mitchell,Normale,Normale,Maison de ville (bout),Un étage,Au-dessus de la moyenne,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,320.0,Moyen,Moyen,PConc,Excellent,Moyen,Aucune exposition,Fini - Excellent,338,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Moyen,5,Typ,0,Pas de cheminée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.995357787034976,11,11,2070,2408,3.0,247
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,86.0,11210,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,240.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,1594,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,3,Moyen,Pavé,0,0,Juillet,Maison neuve construite et vendue,Maison incomplète,12.308182383129823,1,0,1634,3228,2.0,203
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,100.0,13350,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,Pente,Bardeau composite standard,Panneau dur,Contreplaqué,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Moyenne,102,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,5,Typ,1,Médiocre - Préfabriquée au sous-sol,Attaché à la maison,Non aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.86710429621008,32,32,1656,1758,2.0,241
DUPLEX - TOUS STYLES ET ÂGES,Résidentiel haute densité,60.0,8400,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer Ouest,Proche d'une route secondaire,Normale,Duplex,Un étage,Moyenne,Moyenne,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Briques en façade,320.0,Moyen,Moyen,Slab,Non applicable,Non applicable,Aucune exposition,Non fini,0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,4,2,Moyen,10,Typ,2,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,11.87757552297847,30,30,2020,2020,2.0,0
DUPLEX - TOUS STYLES ET ÂGES,Résidentiel basse densité,78.0,10530,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Mitchell,Normale,Normale,Duplex,Foyer divisé,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Contreplaqué,Stuc imitation,Briques en façade,90.0,Moyen,Moyen,CBlock,Bon,Moyen,Bonne exposition,Fini - Excellent,0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,2,1,Moyen,4,Typ,0,Pas de cheminée,Attaché à la maison,Non aménagé,2,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,11.813037464800539,29,29,1979,1979,2.0,0
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,63.0,7875,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,38.0,Moyen,Moyen,PConc,Bon,Bon,Aucune exposition,Non fini,1237,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,12.07824495582233,12,11,1253,2490,2.0,241
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,65.0,7153,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer Ouest,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Bon,PConc,Bon,Moyen,Aucune exposition,Fini - Moyenne,374,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,12.077676615757813,14,14,1990,2364,2.5,124
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,67.0,16285,Pavé,Modérément irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,1413,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,6,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,12.139403856983334,8,7,1430,2843,2.0,33
FOYER DIVISÉ,Résidentiel basse densité,0.0,9101,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Mitchell,Normale,Normale,Maison individuelle,Foyer divisé,Moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Briques en façade,104.0,Moyen,Bon,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,0,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,1,1,Bon,4,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,12.016732516077072,31,31,2207,2207,2.0,333
2 ÉTAGES ET DEMI - TOUS ÂGES,Résidentiel densité moyenne,35.0,6300,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,"Deux étages et demi, non aménagé",Au-dessus de la moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Revêtement en bois,Bardeaux en bois,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,742,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,9,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Pas de garage,Pas de garage,0,Non applicable,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.759793355371237,94,7,1484,2226,2.0,425
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,0.0,9790,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Proche d'une route secondaire,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Brique apparente,Revêtement en bois,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,491,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Non aménagé,2,Moyen,Pavé,0,0,Septembre,Acte de garantie - Conventionnel,Vente normale,11.992266613576142,42,42,2223,2714,2.0,197
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,60.0,10800,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Proche d'une artère principale,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Moyen,Bon,PConc,Médiocre,Moyen,Aucune exposition,Fini - Qualité inférieure,0,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,4,1,Moyen,7,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,1200,Juin,Acte de garantie - Conventionnel,Vente normale,11.842236406331555,95,60,2338,2338,3.0,196
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,76.0,10142,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer Ouest,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,300,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Bon,8,Typ,0,Pas de cheminée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Partiellement aménagé,2,Moyen,Pavé,0,0,Janvier,Acte de garantie - Conventionnel,Vente normale,12.358798024384122,6,6,2740,3040,3.5,45
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel densité moyenne,50.0,6000,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Un étage,En dessous de la moyenne,Bon,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,901,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Moyen,4,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Médiocre,Pavé,0,0,Août,Acte de garantie - Conventionnel,Vente normale,11.588969419043872,54,8,901,1802,1.0,0
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,0.0,12205,Pavé,Légèrement irrégulier,Dépression,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Clear Creek,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Très bon,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,157.0,Moyen,Moyen,CBlock,Moyen,Médiocre,Bonne exposition,Fini - Qualité inférieure,264,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,5,1,Bon,9,Typ,0,Pas de cheminée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,12.141539457711714,41,0,2655,2919,2.5,301
1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,43.0,3182,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Bloomington Heights,Normale,Normale,Maison de ville (bout),Un étage,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,11.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Fini - Excellent,1129,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Bon,5,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Septembre,Acte de garantie - Conventionnel,Vente normale,11.984184555794167,4,3,1161,2290,2.0,116
NIVEAUX MULTIPLES OU PARTIELS,Résidentiel basse densité,0.0,11333,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Mitchell,Normale,Normale,Maison individuelle,Niveaux divisés,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0.0,Moyen,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Moyenne,490,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,5,Typ,2,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,11.896833207128452,31,31,1601,2091,2.0,120
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,92.0,9920,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Northridge,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,255,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,8,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Non aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,12.505402864156405,11,10,2875,3130,3.5,310
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,76.0,9158,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,Pierre,140.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Non fini,1496,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Juin,Maison neuve construite et vendue,Maison incomplète,12.323860125621126,0,0,1496,2992,2.0,298
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,0.0,10832,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,712,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,500,Octobre,Acte de garantie - Conventionnel,Vente normale,12.178192583415596,14,12,1895,2607,2.5,189
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,70.0,8400,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer Ouest,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,130.0,Moyen,Moyen,CBlock,Bon,Moyen,Aucune exposition,Non fini,650,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Non aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,12.049424683420915,30,29,1564,2214,2.5,254
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,71.0,8197,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Briques en façade,148.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,660,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,11.874097282798648,30,30,1285,1945,1.5,138
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,57.0,7677,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Partiellement fini,203,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,2,1,Moyen,4,Typ,0,Pas de cheminée,Attaché à la maison,Non aménagé,1,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente anormale,11.608244735642321,55,55,1343,1546,1.0,0
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,104.0,13518,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge Heights,Normale,Normale,Maison individuelle,Deux étages,Excellent,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,860.0,Excellent,Moyen,PConc,Excellent,Moyen,Aucune exposition,Non fini,1926,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Excellent,11,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Aménagé,3,Moyen,Pavé,0,0,Juillet,Maison neuve construite et vendue,Maison incomplète,13.091906231773164,1,0,3140,5066,3.5,222
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,60.0,7200,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Sud et Ouest de l'Université d'État de l'Iowa,Proche d'une route secondaire,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,Bon,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Briques en façade,252.0,Moyen,Moyen,BrkTil,Bon,Moyen,Aucune exposition,Fini - Moyenne,162,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,2,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,12.07254696717504,70,57,2337,2499,2.5,264
